,STNAME,CTYNAME,Year,Population
7051,Indiana,Spencer County,POPESTIMATE2019,20277
1130,Louisiana,East Feliciana Parish,CENSUS2010POP,20267
798,Iowa,Buena Vista County,CENSUS2010POP,20260
6985,Indiana,Carroll County,POPESTIMATE2019,20257
2175,Oklahoma,McIntosh County,CENSUS2010POP,20252
6826,Georgia,Worth County,POPESTIMATE2019,20247
1741,Nebraska,Washington County,CENSUS2010POP,20234
4267,Louisiana,Concordia Parish,POPESTIMATE2015,20228
9420,Wyoming,Uinta County,POPESTIMATE2019,20226
9328,Wisconsin,Adams County,POPESTIMATE2019,20220
5745,Texas,Gaines County,POPESTIMATE2015,20217
8488,Oklahoma,Woodward County,POPESTIMATE2019,20211
5122,North Carolina,Warren County,POPESTIMATE2015,20207
2648,Texas,Jones County,CENSUS2010POP,20202
1205,Maryland,Kent County,CENSUS2010POP,20197
3308,Arkansas,Polk County,POPESTIMATE2015,20194
7758,Mississippi,Wayne County,POPESTIMATE2019,20183
4141,Kentucky,Bourbon County,POPESTIMATE2015,20166
437,Georgia,Elbert County,CENSUS2010POP,20166
7083,Iowa,Carroll County,POPESTIMATE2019,20165
3147,Alabama,Butler County,POPESTIMATE2015,20162
5037,North Carolina,Bertie County,POPESTIMATE2015,20162
8865,Texas,DeWitt County,POPESTIMATE2019,20160
5496,South Carolina,Saluda County,POPESTIMATE2015,20159
8788,Tennessee,Smith County,POPESTIMATE2019,20157
703,Indiana,Carroll County,CENSUS2010POP,20155
8946,Texas,Lavaca County,POPESTIMATE2019,20154
831,Iowa,Henry County,CENSUS2010POP,20145
3961,Iowa,Fayette County,POPESTIMATE2015,20142
7435,Louisiana,Richland Parish,POPESTIMATE2019,20122
2583,Texas,DeWitt County,CENSUS2010POP,20097
1332,Minnesota,Dodge County,CENSUS2010POP,20087
8930,Texas,Jones County,POPESTIMATE2019,20083
2206,Oklahoma,Woodward County,CENSUS2010POP,20081
5812,Texas,Llano County,POPESTIMATE2015,20081
583,Idaho,Minidoka County,CENSUS2010POP,20069
4693,Missouri,Morgan County,POPESTIMATE2015,20065
1005,Kentucky,Breckinridge County,CENSUS2010POP,20059
4499,Minnesota,Martin County,POPESTIMATE2015,20036
6187,Wisconsin,Adams County,POPESTIMATE2015,20028
7956,Nebraska,Dakota County,POPESTIMATE2019,20026
7414,Louisiana,Franklin Parish,POPESTIMATE2019,20015
217,California,Plumas County,CENSUS2010POP,20007
4553,Mississippi,Clay County,POPESTIMATE2015,20005
7165,Iowa,Winneshiek County,POPESTIMATE2019,19991
1000,Kentucky,Bourbon County,CENSUS2010POP,19985
9234,Washington,Adams County,POPESTIMATE2019,19983
8481,Oklahoma,Texas County,POPESTIMATE2019,19983
7905,Montana,Lincoln County,POPESTIMATE2019,19980
614,Illinois,Douglas County,CENSUS2010POP,19980
4146,Kentucky,Breckinridge County,POPESTIMATE2015,19979
3079,Wisconsin,Langlade County,CENSUS2010POP,19977
7002,Indiana,Fulton County,POPESTIMATE2019,19974
8795,Tennessee,Union County,POPESTIMATE2019,19972
5789,Texas,Jones County,POPESTIMATE2015,19966
6449,Arkansas,Polk County,POPESTIMATE2019,19964
5480,South Carolina,Hampton County,POPESTIMATE2015,19963
993,Kentucky,Allen County,CENSUS2010POP,19956
7113,Iowa,Henry County,POPESTIMATE2019,19954
7179,Kansas,Cherokee County,POPESTIMATE2019,19939
9064,Utah,Duchesne County,POPESTIMATE2019,19938
6335,Alabama,Pickens County,POPESTIMATE2019,19930
347,Florida,Holmes County,CENSUS2010POP,19927
5805,Texas,Lavaca County,POPESTIMATE2015,19919
4882,Nebraska,Washington County,POPESTIMATE2015,19917
5518,South Dakota,Davison County,POPESTIMATE2015,19916
7299,Kentucky,Clay County,POPESTIMATE2019,19901
3844,Indiana,Carroll County,POPESTIMATE2015,19887
2355,South Carolina,Saluda County,CENSUS2010POP,19875
836,Iowa,Jackson County,CENSUS2010POP,19848
1816,New Mexico,Roosevelt County,CENSUS2010POP,19846
3972,Iowa,Henry County,POPESTIMATE2015,19843
754,Indiana,Orange County,CENSUS2010POP,19840
3755,Illinois,Douglas County,POPESTIMATE2015,19835
9411,Wyoming,Lincoln County,POPESTIMATE2019,19830
1069,Kentucky,Marion County,CENSUS2010POP,19820
9139,Virginia,Greene County,POPESTIMATE2019,19819
8972,Texas,Montague County,POPESTIMATE2019,19818
610,Illinois,Crawford County,CENSUS2010POP,19817
5316,Oklahoma,McIntosh County,POPESTIMATE2015,19817
2602,Texas,Freestone County,CENSUS2010POP,19816
2610,Texas,Gonzales County,CENSUS2010POP,19807
7282,Kentucky,Bourbon County,POPESTIMATE2019,19788
8659,South Dakota,Davison County,POPESTIMATE2019,19775
3186,Alabama,Marengo County,POPESTIMATE2015,19766
6155,West Virginia,McDowell County,POPESTIMATE2015,19762
907,Kansas,Dickinson County,CENSUS2010POP,19754
53,Alabama,Pickens County,CENSUS2010POP,19746
5743,Texas,Freestone County,POPESTIMATE2015,19746
8263,North Carolina,Warren County,POPESTIMATE2019,19731
2690,Texas,Montague County,CENSUS2010POP,19719
8884,Texas,Freestone County,POPESTIMATE2019,19717
4346,Maryland,Kent County,POPESTIMATE2015,19715
1623,Montana,Lincoln County,CENSUS2010POP,19687
7640,Minnesota,Martin County,POPESTIMATE2019,19683
2662,Texas,Lampasas County,CENSUS2010POP,19677
6394,Arkansas,Ashley County,POPESTIMATE2019,19657
7102,Iowa,Fayette County,POPESTIMATE2019,19650
7036,Indiana,Orange County,POPESTIMATE2019,19646
3895,Indiana,Orange County,POPESTIMATE2015,19634
7080,Iowa,Buena Vista County,POPESTIMATE2019,19620
7218,Kansas,Labette County,POPESTIMATE2019,19618
6629,Florida,Holmes County,POPESTIMATE2019,19617
2104,Ohio,Paulding County,CENSUS2010POP,19614
8457,Oklahoma,McIntosh County,POPESTIMATE2019,19596
1470,Mississippi,Tishomingo County,CENSUS2010POP,19593
8090,New Mexico,Lincoln County,POPESTIMATE2019,19572
1415,Mississippi,Covington County,CENSUS2010POP,19568
1403,Mississippi,Attala County,CENSUS2010POP,19564
6758,Georgia,Long County,POPESTIMATE2019,19559
3305,Arkansas,Phillips County,POPESTIMATE2015,19546
4271,Louisiana,East Feliciana Parish,POPESTIMATE2015,19540
2377,South Dakota,Davison County,CENSUS2010POP,19504
8236,North Carolina,Northampton County,POPESTIMATE2019,19483
4611,Mississippi,Tishomingo County,POPESTIMATE2015,19481
6896,Illinois,Douglas County,POPESTIMATE2019,19465
6780,Georgia,Pierce County,POPESTIMATE2019,19465
6288,Alabama,Butler County,POPESTIMATE2019,19448
7771,Missouri,Benton County,POPESTIMATE2019,19443
7118,Iowa,Jackson County,POPESTIMATE2019,19439
7487,Maryland,Kent County,POPESTIMATE2019,19422
6677,Georgia,Berrien County,POPESTIMATE2019,19397
7752,Mississippi,Tishomingo County,POPESTIMATE2019,19383
2580,Texas,Deaf Smith County,CENSUS2010POP,19372
8091,New Mexico,Los Alamos County,POPESTIMATE2019,19369
3977,Iowa,Jackson County,POPESTIMATE2015,19366
5744,Texas,Frio County,POPESTIMATE2015,19361
4949,New Mexico,Lincoln County,POPESTIMATE2015,19352
7381,Kentucky,Spencer County,POPESTIMATE2019,19351
757,Indiana,Perry County,CENSUS2010POP,19338
7694,Mississippi,Clay County,POPESTIMATE2019,19316
3898,Indiana,Perry County,POPESTIMATE2015,19310
5647,Tennessee,Smith County,POPESTIMATE2015,19308
3578,Georgia,Elbert County,POPESTIMATE2015,19302
2671,Texas,Llano County,CENSUS2010POP,19301
3184,Alabama,Macon County,POPESTIMATE2015,19296
5588,Tennessee,DeKalb County,POPESTIMATE2015,19292
395,Georgia,Berrien County,CENSUS2010POP,19286
6771,Georgia,Morgan County,POPESTIMATE2019,19276
7351,Kentucky,Marion County,POPESTIMATE2019,19273
3488,Florida,Holmes County,POPESTIMATE2015,19273
2664,Texas,Lavaca County,CENSUS2010POP,19263
7408,Louisiana,Concordia Parish,POPESTIMATE2019,19259
3751,Illinois,Crawford County,POPESTIMATE2015,19255
5831,Texas,Montague County,POPESTIMATE2015,19252
4556,Mississippi,Covington County,POPESTIMATE2015,19243
6673,Georgia,Banks County,POPESTIMATE2019,19234
6093,Washington,Adams County,POPESTIMATE2015,19233
357,Florida,Madison County,CENSUS2010POP,19224
8621,South Carolina,Hampton County,POPESTIMATE2019,19222
2345,South Carolina,Lee County,CENSUS2010POP,19220
4210,Kentucky,Marion County,POPESTIMATE2015,19212
4048,Kansas,Dickinson County,POPESTIMATE2015,19206
7274,Kentucky,Adair County,POPESTIMATE2019,19202
1425,Mississippi,Holmes County,CENSUS2010POP,19198
1479,Mississippi,Winston County,CENSUS2010POP,19198
6719,Georgia,Elbert County,POPESTIMATE2019,19194
9361,Wisconsin,Langlade County,POPESTIMATE2019,19189
5998,Virginia,Greene County,POPESTIMATE2015,19183
7039,Indiana,Perry County,POPESTIMATE2019,19169
2506,Tennessee,Smith County,CENSUS2010POP,19166
4133,Kentucky,Adair County,POPESTIMATE2015,19162
5654,Tennessee,Union County,POPESTIMATE2015,19159
4957,New Mexico,Roosevelt County,POPESTIMATE2015,19137
7842,Missouri,Perry County,POPESTIMATE2019,19136
1393,Minnesota,Waseca County,CENSUS2010POP,19136
7412,Louisiana,East Feliciana Parish,POPESTIMATE2019,19135
930,Kansas,Jefferson County,CENSUS2010POP,19126
6680,Georgia,Brantley County,POPESTIMATE2019,19109
2513,Tennessee,Union County,CENSUS2010POP,19109
627,Illinois,Hancock County,CENSUS2010POP,19104
3639,Georgia,Pierce County,POPESTIMATE2015,19094
6752,Georgia,Lamar County,POPESTIMATE2019,19077
4701,Missouri,Perry County,POPESTIMATE2015,19068
4764,Montana,Lincoln County,POPESTIMATE2015,19060
1489,Missouri,Benton County,CENSUS2010POP,19056
3069,Wisconsin,Green Lake County,CENSUS2010POP,19051
6220,Wisconsin,Langlade County,POPESTIMATE2015,19048
7212,Kansas,Jefferson County,POPESTIMATE2019,19043
7323,Kentucky,Hart County,POPESTIMATE2019,19035
1340,Minnesota,Houston County,CENSUS2010POP,19027
111,Arkansas,Arkansas County,CENSUS2010POP,19019
3536,Georgia,Berrien County,POPESTIMATE2015,18991
1560,Missouri,Perry County,CENSUS2010POP,18971
6781,Georgia,Pike County,POPESTIMATE2019,18962
5245,Ohio,Paulding County,POPESTIMATE2015,18959
1553,Missouri,New Madrid County,CENSUS2010POP,18956
8178,North Carolina,Bertie County,POPESTIMATE2019,18947
4534,Minnesota,Waseca County,POPESTIMATE2015,18926
866,Iowa,Poweshiek County,CENSUS2010POP,18914
9351,Wisconsin,Green Lake County,POPESTIMATE2019,18913
7322,Kentucky,Harrison County,POPESTIMATE2019,18886
6327,Alabama,Marengo County,POPESTIMATE2019,18863
1040,Kentucky,Harrison County,CENSUS2010POP,18846
6573,Colorado,Park County,POPESTIMATE2019,18845
289,Colorado,Otero County,CENSUS2010POP,18831
5721,Texas,Deaf Smith County,POPESTIMATE2015,18825
1595,Missouri,Wright County,CENSUS2010POP,18815
6499,California,Plumas County,POPESTIMATE2019,18807
4071,Kansas,Jefferson County,POPESTIMATE2015,18794
4630,Missouri,Benton County,POPESTIMATE2015,18791
2464,Tennessee,Haywood County,CENSUS2010POP,18787
498,Georgia,Pierce County,CENSUS2010POP,18758
6270,Wyoming,Lincoln County,POPESTIMATE2015,18747
2952,Washington,Adams County,CENSUS2010POP,18728
2447,Tennessee,DeKalb County,CENSUS2010POP,18723
8805,Texas,Andrews County,POPESTIMATE2019,18705
6210,Wisconsin,Green Lake County,POPESTIMATE2015,18698
4481,Minnesota,Houston County,POPESTIMATE2015,18686
8821,Texas,Bosque County,POPESTIMATE2019,18685
8386,Ohio,Paulding County,POPESTIMATE2019,18672
6892,Illinois,Crawford County,POPESTIMATE2019,18667
4544,Mississippi,Attala County,POPESTIMATE2015,18665
992,Kentucky,Adair County,CENSUS2010POP,18656
4181,Kentucky,Harrison County,POPESTIMATE2015,18641
7697,Mississippi,Covington County,POPESTIMATE2019,18636
7085,Iowa,Cedar County,POPESTIMATE2019,18627
3273,Arkansas,Drew County,POPESTIMATE2015,18613
3393,Colorado,Chaffee County,POPESTIMATE2015,18612
7675,Minnesota,Waseca County,POPESTIMATE2019,18612
2782,Utah,Duchesne County,CENSUS2010POP,18607
7622,Minnesota,Houston County,POPESTIMATE2019,18600
2588,Texas,Eastland County,CENSUS2010POP,18583
6620,Florida,Gilchrist County,POPESTIMATE2019,18582
8751,Tennessee,Humphreys County,POPESTIMATE2019,18582
616,Illinois,Edgar County,CENSUS2010POP,18576
7380,Kentucky,Simpson County,POPESTIMATE2019,18572
2902,Virginia,Southampton County,CENSUS2010POP,18570
2773,Texas,Young County,CENSUS2010POP,18550
8862,Texas,Deaf Smith County,POPESTIMATE2019,18546
199,California,Inyo County,CENSUS2010POP,18546
2469,Tennessee,Humphreys County,CENSUS2010POP,18538
8733,Tennessee,Fentress County,POPESTIMATE2019,18523
1563,Missouri,Pike County,CENSUS2010POP,18516
132,Arkansas,Drew County,CENSUS2010POP,18509
7148,Iowa,Poweshiek County,POPESTIMATE2019,18504
8098,New Mexico,Roosevelt County,POPESTIMATE2019,18500
803,Iowa,Cedar County,CENSUS2010POP,18499
6639,Florida,Madison County,POPESTIMATE2019,18493
2886,Virginia,Patrick County,CENSUS2010POP,18490
3498,Florida,Madison County,POPESTIMATE2015,18478
7189,Kansas,Dickinson County,POPESTIMATE2019,18466
8644,South Dakota,Beadle County,POPESTIMATE2019,18453
4620,Mississippi,Winston County,POPESTIMATE2015,18447
8829,Texas,Burleson County,POPESTIMATE2019,18443
3539,Georgia,Brantley County,POPESTIMATE2015,18437
2880,Virginia,New Kent County,CENSUS2010POP,18429
3358,California,Plumas County,POPESTIMATE2015,18427
3527,Georgia,Appling County,POPESTIMATE2015,18423
4182,Kentucky,Hart County,POPESTIMATE2015,18421
398,Georgia,Brantley County,CENSUS2010POP,18411
4704,Missouri,Pike County,POPESTIMATE2015,18409
2857,Virginia,Greene County,CENSUS2010POP,18403
391,Georgia,Banks County,CENSUS2010POP,18395
6668,Georgia,Appling County,POPESTIMATE2019,18386
6352,Alaska,Bethel Census Area,POPESTIMATE2019,18386
3532,Georgia,Banks County,POPESTIMATE2015,18381
4566,Mississippi,Holmes County,POPESTIMATE2015,18367
8870,Texas,Eastland County,POPESTIMATE2019,18360
4007,Iowa,Poweshiek County,POPESTIMATE2015,18358
1875,New York,Schuyler County,CENSUS2010POP,18343
7747,Mississippi,Stone County,POPESTIMATE2019,18336
3252,Arkansas,Arkansas County,POPESTIMATE2015,18330
6733,Georgia,Greene County,POPESTIMATE2019,18324
470,Georgia,Lamar County,CENSUS2010POP,18317
2512,Tennessee,Unicoi County,CENSUS2010POP,18313
1065,Kentucky,McCreary County,CENSUS2010POP,18306
7845,Missouri,Pike County,POPESTIMATE2019,18302
5430,Pennsylvania,Montour County,POPESTIMATE2015,18299
1559,Missouri,Pemiscot County,CENSUS2010POP,18296
7120,Iowa,Jefferson County,POPESTIMATE2019,18295
7877,Missouri,Wright County,POPESTIMATE2019,18289
6571,Colorado,Otero County,POPESTIMATE2019,18278
4606,Mississippi,Stone County,POPESTIMATE2015,18271
2289,Pennsylvania,Montour County,CENSUS2010POP,18267
6419,Arkansas,Grant County,POPESTIMATE2019,18265
3944,Iowa,Cedar County,POPESTIMATE2015,18254
207,California,Mariposa County,CENSUS2010POP,18251
9224,Virginia,Radford city,POPESTIMATE2019,18249
2472,Tennessee,Johnson County,CENSUS2010POP,18244
3611,Georgia,Lamar County,POPESTIMATE2015,18236
386,Georgia,Appling County,CENSUS2010POP,18236
8571,Pennsylvania,Montour County,POPESTIMATE2019,18230
6414,Arkansas,Drew County,POPESTIMATE2019,18219
3768,Illinois,Hancock County,POPESTIMATE2015,18216
2539,Texas,Bosque County,CENSUS2010POP,18212
1041,Kentucky,Hart County,CENSUS2010POP,18199
3430,Colorado,Otero County,POPESTIMATE2015,18182
7685,Mississippi,Attala County,POPESTIMATE2019,18174
5914,Texas,Young County,POPESTIMATE2015,18163
5610,Tennessee,Humphreys County,POPESTIMATE2015,18157
5729,Texas,Eastland County,POPESTIMATE2015,18152
4736,Missouri,Wright County,POPESTIMATE2015,18146
1575,Missouri,Ste. Genevieve County,CENSUS2010POP,18145
6043,Virginia,Southampton County,POPESTIMATE2015,18136
809,Iowa,Clayton County,CENSUS2010POP,18129
5503,South Dakota,Beadle County,POPESTIMATE2015,18127
134,Arkansas,Franklin County,CENSUS2010POP,18125
6854,Idaho,Gem County,POPESTIMATE2019,18112
3340,California,Inyo County,POPESTIMATE2015,18108
3129,Wyoming,Lincoln County,CENSUS2010POP,18106
5664,Texas,Andrews County,POPESTIMATE2015,18072
4240,Kentucky,Spencer County,POPESTIMATE2015,18072
8270,North Carolina,Yancey County,POPESTIMATE2019,18069
6325,Alabama,Macon County,POPESTIMATE2019,18068
4694,Missouri,New Madrid County,POPESTIMATE2015,18067
6481,California,Inyo County,POPESTIMATE2019,18039
7551,Michigan,Kalkaska County,POPESTIMATE2019,18038
5605,Tennessee,Haywood County,POPESTIMATE2015,18036
5016,New York,Schuyler County,POPESTIMATE2015,18027
3098,Wisconsin,Richland County,CENSUS2010POP,18021
3278,Arkansas,Grant County,POPESTIMATE2015,18016
9192,Virginia,Westmoreland County,POPESTIMATE2019,18015
9055,Texas,Young County,POPESTIMATE2019,18010
144,Arkansas,Jackson County,CENSUS2010POP,17997
171,Arkansas,Randolph County,CENSUS2010POP,17969
5592,Tennessee,Fentress County,POPESTIMATE2015,17965
6027,Virginia,Patrick County,POPESTIMATE2015,17960
2451,Tennessee,Fentress County,CENSUS2010POP,17959
6453,Arkansas,Randolph County,POPESTIMATE2019,17958
7761,Mississippi,Winston County,POPESTIMATE2019,17955
3211,Alaska,Bethel Census Area,POPESTIMATE2015,17955
1809,New Mexico,Los Alamos County,CENSUS2010POP,17950
3630,Georgia,Morgan County,POPESTIMATE2015,17948
3434,Colorado,Pitkin County,POPESTIMATE2015,17940
3640,Georgia,Pike County,POPESTIMATE2015,17925
7377,Kentucky,Russell County,POPESTIMATE2019,17923
3979,Iowa,Jefferson County,POPESTIMATE2015,17906
4239,Kentucky,Simpson County,POPESTIMATE2015,17901
7857,Missouri,Ste. Genevieve County,POPESTIMATE2019,17894
9305,West Virginia,Morgan County,POPESTIMATE2019,17884
4206,Kentucky,McCreary County,POPESTIMATE2015,17883
8794,Tennessee,Unicoi County,POPESTIMATE2019,17883
129,Arkansas,Cross County,CENSUS2010POP,17870
499,Georgia,Pike County,CENSUS2010POP,17869
489,Georgia,Morgan County,CENSUS2010POP,17868
1822,New Mexico,Socorro County,CENSUS2010POP,17866
2594,Texas,Falls County,CENSUS2010POP,17866
5680,Texas,Bosque County,POPESTIMATE2015,17864
137,Arkansas,Grant County,CENSUS2010POP,17853
5613,Tennessee,Johnson County,POPESTIMATE2015,17842
2915,Virginia,Bristol city,CENSUS2010POP,17835
5653,Tennessee,Unicoi County,POPESTIMATE2015,17819
1988,North Carolina,Yancey County,CENSUS2010POP,17818
4950,New Mexico,Los Alamos County,POPESTIMATE2015,17817
5486,South Carolina,Lee County,POPESTIMATE2015,17809
252,Colorado,Chaffee County,CENSUS2010POP,17809
684,Illinois,Union County,CENSUS2010POP,17808
8157,New York,Schuyler County,POPESTIMATE2019,17807
4716,Missouri,Ste. Genevieve County,POPESTIMATE2015,17804
1894,North Carolina,Avery County,CENSUS2010POP,17797
8754,Tennessee,Johnson County,POPESTIMATE2019,17788
1465,Mississippi,Stone County,CENSUS2010POP,17786
6446,Arkansas,Phillips County,POPESTIMATE2019,17782
596,Illinois,Bond County,CENSUS2010POP,17768
873,Iowa,Tama County,CENSUS2010POP,17767
6575,Colorado,Pitkin County,POPESTIMATE2019,17767
7521,Michigan,Benzie County,POPESTIMATE2019,17766
815,Iowa,Delaware County,CENSUS2010POP,17764
3275,Arkansas,Franklin County,POPESTIMATE2015,17749
3950,Iowa,Clayton County,POPESTIMATE2015,17726
6416,Arkansas,Franklin County,POPESTIMATE2019,17715
7765,Missouri,Andrew County,POPESTIMATE2019,17712
7790,Missouri,Cooper County,POPESTIMATE2019,17709
6909,Illinois,Hancock County,POPESTIMATE2019,17708
687,Illinois,Warren County,CENSUS2010POP,17707
4236,Kentucky,Russell County,POPESTIMATE2015,17685
7313,Kentucky,Garrard County,POPESTIMATE2019,17666
3617,Georgia,Long County,POPESTIMATE2015,17658
394,Georgia,Ben Hill County,CENSUS2010POP,17634
9184,Virginia,Southampton County,POPESTIMATE2019,17631
9296,West Virginia,McDowell County,POPESTIMATE2019,17624
3348,California,Mariposa County,POPESTIMATE2015,17622
4649,Missouri,Cooper County,POPESTIMATE2015,17614
5688,Texas,Burleson County,POPESTIMATE2015,17611
9168,Virginia,Patrick County,POPESTIMATE2019,17608
3757,Illinois,Edgar County,POPESTIMATE2015,17603
1508,Missouri,Cooper County,CENSUS2010POP,17601
9261,Washington,San Juan County,POPESTIMATE2019,17582
64,Alabama,Washington County,CENSUS2010POP,17581
6239,Wisconsin,Richland County,POPESTIMATE2015,17574
5870,Texas,Scurry County,POPESTIMATE2015,17570
1095,Kentucky,Russell County,CENSUS2010POP,17565
8176,North Carolina,Avery County,POPESTIMATE2019,17557
